template_type	occupation	source_gender	source	gold	model	pipeline	target	GENDER_A0	GENDER_A1
5	beautician	female	Anne is a beautician.	Анна - косметологиня.	opusmt	tagged	Аня  красотка.	female	female
6	beautician	female	Anne is an experienced beautician.	Анна - досвідчена косметологиня.	opusmt	tagged	Аня - досвідчений косметолог.	male	male
7	beautician	male	Tom is a beautician.	Том - косметолог.	opusmt	tagged	Том  природознавець.	male	male
8	beautician	male	Tom is a poor beautician.	Том - бідний косметолог.	opusmt	tagged	Том  бідолаха.	female	female
9	beautician	neutral	Jessie is a good beautician.	Джессі - хороший косметолог.	opusmt	tagged	Джессі  добрий художник.	male	male
10	beautician	neutral	Jessie is a poor beautician.	Джессі - бідний косметолог.	opusmt	tagged	Джессі  бідолаха.	female	female
1	driver	neutral	I used to work as a driver.	Я працював водієм.	opusmt	tagged	Я колись працював водієм.	male	male
2	driver	neutral	I am a poor driver.	Я бідний водій.	opusmt	tagged	Я поганий водій.	male	male
3	driver	neutral	I am a nice driver.	Я хороший водій.	opusmt	tagged	Я добрий водій.	male	male
4	driver	neutral	The driver called me today.	Водій зателефонував мені сьогодні.	opusmt	tagged	Водій зателефонував мені сьогодні.	male	male
5	driver	female	Anne is a driver.	Анна - водійка.	opusmt	tagged	Аня  водій.	male	male
6	driver	female	Anne is an experienced driver.	Анна - досвідчена водійка.	opusmt	tagged	Аня - досвідчений водій.	male	male
7	driver	male	Tom is a driver.	Том - водій.	opusmt	tagged	Том  водій.	male	male
8	driver	male	Tom is a poor driver.	Том - бідний водій.	opusmt	tagged	Том  поганий водій.	male	male
9	driver	neutral	Jessie is a good driver.	Джессі - хороший водій.	opusmt	tagged	Джессі - добрий водій.	male	male
10	driver	neutral	Jessie is a poor driver.	Джессі - бідний водій.	opusmt	tagged	Джессі - поганий водій.	male	male
1	pilot	neutral	I used to work as a pilot.	Я працював пілотом.	opusmt	tagged	Я колись працював пілотом.	male	male
2	pilot	neutral	I am a poor pilot.	Я бідний пілот.	opusmt	tagged	Я поганий пілот.	male	male
3	pilot	neutral	I am a nice pilot.	Я хороший пілот.	opusmt	tagged	Я добрий пілот.	male	male
4	pilot	neutral	The pilot called me today.	Пілот зателефонував мені сьогодні.	opusmt	tagged	Пілот зателефонував мені сьогодні.	male	male
5	pilot	female	Anne is a pilot.	Анна - пілотеса.	opusmt	tagged	Аня  пілот.	male	male
6	pilot	female	Anne is an experienced pilot.	Анна - досвідчена пілотеса.	opusmt	tagged	Аня  досвідчений пілот.	male	male
7	pilot	male	Tom is a pilot.	Том - пілот.	opusmt	tagged	Том  пілот.	male	male
8	pilot	male	Tom is a poor pilot.	Том - бідний пілот.	opusmt	tagged	Том  поганий пілот.	male	male
9	pilot	neutral	Jessie is a good pilot.	Джессі - хороший пілот.	opusmt	tagged	Джессі  добрий пілот.	male	male
10	pilot	neutral	Jessie is a poor pilot.	Джессі - бідний пілот.	opusmt	tagged	Джессі  поганий пілот.	male	male
1	builder	neutral	I used to work as a builder.	Я працював будівельником.	opusmt	tagged	Я колись працював будівельником.	male	male
2	builder	neutral	I am a poor builder.	Я бідний будівельник.	opusmt	tagged	Я поганий будівельник.	male	male
3	builder	neutral	I am a nice builder.	Я хороший будівельник.	opusmt	tagged	Я чудовий будівельник.	male	male
4	builder	neutral	The builder called me today.	Будівельник зателефонував мені сьогодні.	opusmt	tagged	Будівельник зателефонував мені сьогодні.	male	male
5	builder	female	Anne is a builder.	Анна - будівельниця.	opusmt	tagged	Анна  будівельник.	male	male
6	builder	female	Anne is an experienced builder.	Анна - досвідчена будівельниця.	opusmt	tagged	Анна - досвідчений будівельник.	male	female
7	builder	male	Tom is a builder.	Том - будівельник.	opusmt	tagged	Том  будівельник.	male	male
8	builder	male	Tom is a poor builder.	Том - бідний будівельник.	opusmt	tagged	Том - поганий будівельник.	male	male
9	builder	neutral	Jessie is a good builder.	Джессі - хороший будівельник.	opusmt	tagged	Джессі добрий будівельник.	male	male
10	builder	neutral	Jessie is a poor builder.	Джессі - бідний будівельник.	opusmt	tagged	Джессі - поганий будівельник.	male	male
1	soldier	neutral	I used to work as a soldier.	Я працював солдатом.	opusmt	tagged	Я колись працював солдатом.	male	male
2	soldier	neutral	I am a poor soldier.	Я бідний солдат.	opusmt	tagged	Я бідний солдат.	male	male
3	soldier	neutral	I am a nice soldier.	Я хороший солдат.	opusmt	tagged	Я добрий солдат.	male	male
4	soldier	neutral	The soldier called me today.	Солдат зателефонував мені сьогодні.	opusmt	tagged	Мені сьогодні зателефонував солдат.	male	male
5	soldier	female	Anne is a soldier.	Анна - солдатка.	opusmt	tagged	Аня - солдат.	male	male
6	soldier	female	Anne is an experienced soldier.	Анна - досвідчена солдатка.	opusmt	tagged	Енн досвідчений солдат.	male	male
7	soldier	male	Tom is a soldier.	Том - солдат.	opusmt	tagged	Том - солдат.	male	male
8	soldier	male	Tom is a poor soldier.	Том - бідний солдат.	opusmt	tagged	Том - бідний солдат.	male	male
9	soldier	neutral	Jessie is a good soldier.	Джессі - хороший солдат.	opusmt	tagged	Джессі - добрий солдат.	male	male
10	soldier	neutral	Jessie is a poor soldier.	Джессі - бідний солдат.	opusmt	tagged	Джессі - бідний солдат.	male	male
1	agent	neutral	I used to work as a agent.	Я працював агентом.	opusmt	tagged	Я колись працював агентом.	male	male
2	agent	neutral	I am a poor agent.	Я бідний агент.	opusmt	tagged	Я поганий агент.	male	male
3	agent	neutral	I am a nice agent.	Я хороший агент.	opusmt	tagged	Я чудовий агент.	male	male
4	agent	neutral	The agent called me today.	Агент зателефонував мені сьогодні.	opusmt	tagged	Мені сьогодні зателефонував агент.	male	male
5	agent	female	Anne is a agent.	Анна - агентка.	opusmt	tagged	Аня  агент.	male	male
6	agent	female	Anne is an experienced agent.	Анна - досвідчена агентка.	opusmt	tagged	Аня - досвідчений агент.	male	male
7	agent	male	Tom is a agent.	Том - агент.	opusmt	tagged	Том  агент.	male	male
8	agent	male	Tom is a poor agent.	Том - бідний агент.	opusmt	tagged	Том - бідний агент.	male	male
9	agent	neutral	Jessie is a good agent.	Джессі - хороший агент.	opusmt	tagged	Джессі добрий агент.	male	male
10	agent	neutral	Jessie is a poor agent.	Джессі - бідний агент.	opusmt	tagged	Джессі - бідний агент.	male	male
